"agegroup","group","ID","participant","active_bool","localizationshift_deg"
"cntrl","org30explicit","pa_0216",146,1,-9.34670831591261
"cntrl","org30explicit","op_1901",147,0,-2.52450942753684
"cntrl","org30explicit","op_1901",147,1,-13.4039957882987
"cntrl","org30explicit","te_0202",148,0,-5.86340373538485
"cntrl","org30explicit","te_0202",148,1,-8.1502499475626
"cntrl","org30explicit","sn_0310",149,0,-8.68150218978536
"cntrl","org30explicit","sn_0310",149,1,-12.8307403448303
"cntrl","org30explicit","dl_0127",150,0,-9.67899410397489
"cntrl","org30explicit","dl_0127",150,1,-11.8735964303373
"cntrl","org30explicit","ji_0216",151,0,-14.6451669428878
"cntrl","org30explicit","ji_0216",151,1,-12.1670027335345
"cntrl","org30explicit","am_0301",152,0,-5.18798894359407
"cntrl","org30explicit","am_0301",152,1,-5.79652452877812
"cntrl","60implicit","ab_2601",153,0,-15.0955723126802
"cntrl","60implicit","ab_2601",153,1,-17.6557874329319
"cntrl","60implicit","sp_0310",154,0,-30.5657069754297
"cntrl","60implicit","sp_0310",154,1,-38.0327105328717
"cntrl","60implicit","kh_1911",155,0,-8.81375558280054
"cntrl","60implicit","kh_1911",155,1,-10.0245166019716
"cntrl","60implicit","th_0710",156,0,-9.19283850299919
"cntrl","60implicit","th_0710",156,1,-11.788692783795
"cntrl","60implicit","am_2211",157,0,0.638517764276285
"cntrl","60implicit","am_2211",157,1,-2.65396132389378
"cntrl","60implicit","nl_3009",158,0,-37.8576740450427
"cntrl","60implicit","nl_3009",158,1,-21.4282508926759
"cntrl","60implicit","mk_2301",159,0,0.274950737659327
"cntrl","60implicit","mk_2301",159,1,0.724201853196679
"cntrl","60implicit","mo_0710",160,0,-42.3154952739576
"cntrl","60implicit","mo_0710",160,1,-39.2373433753529
"cntrl","60implicit","jc_2710",161,0,-9.84578098450221
"cntrl","60implicit","jc_2710",161,1,-12.1517999834179
"cntrl","60implicit","cl_1701",162,0,-7.60961862223331
"cntrl","60implicit","cl_1701",162,1,-7.9415343830061
"cntrl","60implicit","mj_1411",163,0,-3.81794708407637
"cntrl","60implicit","mj_1411",163,1,-1.22233776402276
"cntrl","60implicit","cm_2710",164,0,-3.41287184703604
"cntrl","60implicit","cm_2710",164,1,-7.13491803825617
"cntrl","60implicit","fa_1301",165,0,-0.415044620476594
"cntrl","60implicit","fa_1301",165,1,-2.58141941543676
"cntrl","60implicit","dy_2511",166,0,0.430475767583231
"cntrl","60implicit","dy_2511",166,1,1.19888487926997
"cntrl","60implicit","aa_1301",167,0,-1.1153732612177
"cntrl","60implicit","aa_1301",167,1,-3.5227628214203
"cntrl","60implicit","nm_3009",168,0,-3.73288313699948
"cntrl","60implicit","nm_3009",168,1,-5.10075544784073
"cntrl","60implicit","el_2810",169,0,3.53191306703511
"cntrl","60implicit","el_2810",169,1,5.24928821228834
"cntrl","60implicit","mc_0410",170,0,-6.04297876193275
"cntrl","60implicit","mc_0410",170,1,-8.60850665384024
"cntrl","60explicit","as_1309",171,0,-0.0683495601963713
"cntrl","60explicit","as_1309",171,1,-5.48764301056473
"cntrl","60explicit","ae_2211",172,0,-0.295865592948719
"cntrl","60explicit","ae_2211",172,1,-0.767527887613107
"cntrl","60explicit","ap_1301",173,0,-0.589297851705103
"cntrl","60explicit","ap_1301",173,1,0.157992102643047
"cntrl","60explicit","me_0311",174,0,-20.126603057045
"cntrl","60explicit","me_0311",174,1,-13.1994686894897
"cntrl","60explicit","jl_2601",175,0,-23.2438073651095
"cntrl","60explicit","jl_2601",175,1,-41.8817871790446
"cntrl","60explicit","yp_1901",176,0,-7.12700345187715
"cntrl","60explicit","yp_1901",176,1,-14.1287480521299
"cntrl","60explicit","dc_1901",177,0,-0.355564451237925
"cntrl","60explicit","dc_1901",177,1,2.86988054107138
"cntrl","60explicit","op_2811",178,0,-27.447986920253
"cntrl","60explicit","op_2811",178,1,-42.0195838070531
"cntrl","60explicit","jw_0410",179,0,-4.9569361709489
"cntrl","60explicit","jw_0410",179,1,-5.04826992494795
"cntrl","60explicit","mn_0610",180,0,-0.083056655545991
"cntrl","60explicit","mn_0610",180,1,-3.99297786338539
"cntrl","60explicit","ps_1801",181,0,-5.39898837702363
"cntrl","60explicit","ps_1801",181,1,-6.48888869697329
"cntrl","60explicit","gs_1910",182,0,-4.42347781468317
"cntrl","60explicit","gs_1910",182,1,-6.27019268107838
"cntrl","60explicit","bs_1710",183,0,-5.58143788054346
"cntrl","60explicit","bs_1710",183,1,-4.25619505611062
"cntrl","60explicit","gk_2811",184,0,-58.939384714
"cntrl","60explicit","gk_2811",184,1,-68.8906440752593
"cntrl","60explicit","sm_1805",185,0,-5.83835130254521
"cntrl","60explicit","sm_1805",185,1,-6.53919766621212
"cntrl","60explicit","jr_2209",186,0,-2.40854925257454
"cntrl","60explicit","jr_2209",186,1,-2.94080547231996
"cntrl","60explicit","ap_2010",187,0,-5.06545962389803
"cntrl","60explicit","ap_2010",187,1,-5.24083886888733
"cntrl","60explicit","sm_1909",188,0,-7.67988208364937
"cntrl","60explicit","sm_1909",188,1,-7.42788317195585
"cntrl","60explicit","bb_1609",189,0,-2.76937604996135
"cntrl","60explicit","bb_1609",189,1,-4.67164957740092
"cntrl","handview","bf_3237",190,0,-3.16685374314995
"cntrl","handview","bf_3237",190,1,-3.50103442325932
"cntrl","handview","bw_3254",191,0,-0.417757683107096
"cntrl","handview","bw_3254",191,1,-4.17883555770214
"cntrl","handview","rg_0410",192,0,-2.25287411456982
"cntrl","handview","rg_0410",192,1,-4.65131210574629
"cntrl","handview","bb_3233",193,0,-3.29083781934249
"cntrl","handview","bb_3233",193,1,-4.66353180166771
"cntrl","handview","cb_3260",194,0,-3.85641470663167
"cntrl","handview","cb_3260",194,1,-4.90081851070551
"cntrl","handview","bj_3241",195,0,0.321767774273387
"cntrl","handview","bj_3241",195,1,0.364911595181552
"cntrl","handview","bp_3247",196,0,-0.65379744338033
"cntrl","handview","bp_3247",196,1,-0.847287482243352
"cntrl","handview","by_3256",197,0,-17.2790909402098
"cntrl","handview","by_3256",197,1,-16.1575013112395
"cntrl","handview","ca_3259",198,0,-9.10197779787883
"cntrl","handview","ca_3259",198,1,-7.91434611309115
"cntrl","handview","bd_3235",199,0,0.651075688418031
"cntrl","handview","bd_3235",199,1,1.8978956124816
"cntrl","handview","be_3236",200,0,-3.59280269919793
"cntrl","handview","be_3236",200,1,-2.25244680253215
"cntrl","handview","bg_3238",201,0,5.02575333581245
"cntrl","handview","bg_3238",201,1,1.53412962667183
"cntrl","handview","bl_3243",202,0,-6.23281205667721
"cntrl","handview","bl_3243",202,1,-6.16574330786758
"cntrl","handview","br_3249",203,0,-6.63609410501973
"cntrl","handview","br_3249",203,1,-5.86465670659892
"cntrl","handview","bz_3257",204,0,-23.5689951394799
"cntrl","handview","bz_3257",204,1,-19.1239122901393
"cntrl","handview","bk_3242",205,0,1.90542637057803
"cntrl","handview","bk_3242",205,1,1.38255828903613
"cntrl","handview","bh_3239",206,0,1.6659369323219
"cntrl","handview","bh_3239",206,1,-0.609480658328369
"cntrl","handview","bc_3234",207,0,1.35219316168548
"cntrl","handview","bc_3234",207,1,-0.873789266395538
"cntrl","handview","bn_3245",208,0,0.0870336190577888
"cntrl","handview","bn_3245",208,1,-2.95483832507641
"cntrl","handview","bs_3250",209,0,-25.2449952363635
"cntrl","handview","bs_3250",209,1,-26.3169974697595
"cntrl","handview","bt_3251",210,0,-1.17740424371709
"cntrl","handview","bt_3251",210,1,-1.75654920046438
"cntrl","handview","bq_3248",211,0,0.737051172571083
"cntrl","handview","bq_3248",211,1,1.88402967176197
"cntrl","handview","bo_3246",212,0,-1.34993023724968
"cntrl","handview","bo_3246",212,1,-3.77841772626738
"cntrl","handview","cc_3261",213,0,2.97318511112312
"cntrl","handview","cc_3261",213,1,2.30731212107141
"cntrl","sEDS","s07",214,0,-5.10576236866582
"cntrl","sEDS","s07",214,1,-7.54420100613529
"cntrl","sEDS","s11",215,0,-5.10466799723976
"cntrl","sEDS","s11",215,1,-10.2078259148452
"cntrl","sEDS","s19",216,0,-4.59842738731927
"cntrl","sEDS","s19",216,1,-3.52324531053567
"cntrl","sEDS","s42",217,0,-11.3143778458453
"cntrl","sEDS","s42",217,1,-15.0132642477694
"cntrl","sEDS","s08",218,0,-6.2045693215269
"cntrl","sEDS","s08",218,1,-8.03469668506961
"cntrl","sEDS","s04",219,0,-14.0589585223466
"cntrl","sEDS","s04",219,1,-14.1725676150495
"cntrl","sEDS","s43",220,0,-0.135380418695095
"cntrl","sEDS","s43",220,1,-2.36839508482545
"cntrl","sEDS","s20",221,0,-9.89367501136964
"cntrl","sEDS","s20",221,1,-14.7636495332903
"cntrl","sEDS","s06",222,0,-9.21357894930172
"cntrl","sEDS","s06",222,1,-5.31945231436662
"cntrl","sEDS","s13",223,0,-6.13217075167216
"cntrl","sEDS","s13",223,1,-3.49107741131345
"cntrl","sEDS","s10",224,0,-5.09990082305709
"cntrl","sEDS","s10",224,1,-4.76177215236241
"cntrl","sEDS","s44",225,0,-0.805488746218755
"cntrl","sEDS","s44",225,1,-1.88587414687697
"cntrl","sEDS","s45",226,0,-5.23081712098074
"cntrl","sEDS","s45",226,1,-8.5897265113776
